bonafide,Real/Peru/pem_00610/pem_00610_01626273155
bonafide,Real/Argentina/arf_00610/arf_00610_01041822557
bonafide,Real/Peru/pef_08421/pef_08421_00164246938
bonafide,Real/Argentina/arf_05223/arf_05223_01470813026
bonafide,Real/Peru/pef_00610/pef_00610_01879645518
bonafide,Real/Chile/clf_09334/clf_09334_00679123792
bonafide,Real/Argentina/arf_07060/arf_07060_02139970150
bonafide,Real/Peru/pem_03349/pem_03349_00181381453
bonafide,Real/Colombia/cof_00610/cof_00610_00543400472
bonafide,Real/Colombia/cof_08421/cof_08421_00239381271
bonafide,Real/Colombia/cof_01523/cof_01523_01848889607
bonafide,Real/Argentina/arf_04766/arf_04766_01002508115
bonafide,Real/Venezuela/vef_05223/vef_05223_00220986930
bonafide,Real/Argentina/arm_07508/arm_07508_00735098592
bonafide,Real/Chile/clf_06136/clf_06136_01212976048
bonafide,Real/Argentina/arm_07508/arm_07508_01069229260
bonafide,Real/Argentina/arm_05223/arm_05223_01497649084
bonafide,Real/Chile/clf_07508/clf_07508_01008912195
bonafide,Real/Peru/pef_08784/pef_08784_00008646098
bonafide,Real/Peru/pef_08784/pef_08784_01058306716
bonafide,Real/Venezuela/vef_04310/vef_04310_01918733058
bonafide,Real/Peru/pem_07505/pem_07505_01949613123
bonafide,Real/Peru/pef_02436/pef_02436_00764984446
bonafide,Real/Argentina/arf_02436/arf_02436_01482146577
bonafide,Real/Argentina/arm_09697/arm_09697_00982440690
bonafide,Real/Argentina/arm_07049/arm_07049_00195238554
bonafide,Real/Venezuela/vem_06136/vem_06136_00816543547
bonafide,Real/Peru/pef_02484/pef_02484_00234412617
bonafide,Real/Venezuela/vem_05223/vem_05223_01470754219
bonafide,Real/Peru/pem_02436/pem_02436_01395657479
bonafide,Real/Argentina/arm_08784/arm_08784_00550418574
bonafide,Real/Peru/pef_02121/pef_02121_00358430326
bonafide,Real/Argentina/arf_06592/arf_06592_00107034100
bonafide,Real/Peru/pem_04310/pem_04310_01072519774
bonafide,Real/Chile/clf_04310/clf_04310_00939603088
