bonafide,basic5000/wav_16k/BASIC5000_1627
bonafide,basic5000/wav_16k/BASIC5000_3078
bonafide,basic5000/wav_16k/BASIC5000_2683
bonafide,basic5000/wav_16k/BASIC5000_3267
bonafide,basic5000/wav_16k/BASIC5000_0084
bonafide,basic5000/wav_16k/BASIC5000_0514
bonafide,basic5000/wav_16k/BASIC5000_4708
bonafide,basic5000/wav_16k/BASIC5000_2952
bonafide,basic5000/wav_16k/BASIC5000_2308
bonafide,basic5000/wav_16k/BASIC5000_0208
bonafide,basic5000/wav_16k/BASIC5000_0583
bonafide,basic5000/wav_16k/BASIC5000_1858
bonafide,basic5000/wav_16k/BASIC5000_4659
bonafide,basic5000/wav_16k/BASIC5000_4189
bonafide,basic5000/wav_16k/BASIC5000_0954
bonafide,basic5000/wav_16k/BASIC5000_1345
bonafide,basic5000/wav_16k/BASIC5000_0475
bonafide,basic5000/wav_16k/BASIC5000_3413
bonafide,basic5000/wav_16k/BASIC5000_3322
bonafide,basic5000/wav_16k/BASIC5000_4016
bonafide,basic5000/wav_16k/BASIC5000_2018
bonafide,basic5000/wav_16k/BASIC5000_2411
bonafide,basic5000/wav_16k/BASIC5000_2576
bonafide,basic5000/wav_16k/BASIC5000_2121
bonafide,basic5000/wav_16k/BASIC5000_3175
bonafide,basic5000/wav_16k/BASIC5000_1901
bonafide,basic5000/wav_16k/BASIC5000_4645
bonafide,basic5000/wav_16k/BASIC5000_0436
bonafide,basic5000/wav_16k/BASIC5000_1441
bonafide,basic5000/wav_16k/BASIC5000_0743
bonafide,basic5000/wav_16k/BASIC5000_1069
bonafide,basic5000/wav_16k/BASIC5000_0192
bonafide,basic5000/wav_16k/BASIC5000_4210
bonafide,basic5000/wav_16k/BASIC5000_0908
bonafide,basic5000/wav_16k/BASIC5000_0471
bonafide,basic5000/wav_16k/BASIC5000_2032
bonafide,basic5000/wav_16k/BASIC5000_2012
bonafide,basic5000/wav_16k/BASIC5000_4724
bonafide,basic5000/wav_16k/BASIC5000_3977
bonafide,basic5000/wav_16k/BASIC5000_2397
bonafide,basic5000/wav_16k/BASIC5000_0689
bonafide,basic5000/wav_16k/BASIC5000_3368
bonafide,basic5000/wav_16k/BASIC5000_4378
bonafide,basic5000/wav_16k/BASIC5000_3388
bonafide,basic5000/wav_16k/BASIC5000_4169
bonafide,basic5000/wav_16k/BASIC5000_4359
bonafide,basic5000/wav_16k/BASIC5000_3018
bonafide,basic5000/wav_16k/BASIC5000_2633
bonafide,basic5000/wav_16k/BASIC5000_1917
bonafide,basic5000/wav_16k/BASIC5000_0572
bonafide,basic5000/wav_16k/BASIC5000_0863
bonafide,basic5000/wav_16k/BASIC5000_0543
bonafide,basic5000/wav_16k/BASIC5000_0415
bonafide,basic5000/wav_16k/BASIC5000_0235
bonafide,basic5000/wav_16k/BASIC5000_0357
bonafide,basic5000/wav_16k/BASIC5000_2548
bonafide,basic5000/wav_16k/BASIC5000_4131
bonafide,basic5000/wav_16k/BASIC5000_4574
bonafide,basic5000/wav_16k/BASIC5000_2195
bonafide,basic5000/wav_16k/BASIC5000_3939
bonafide,basic5000/wav_16k/BASIC5000_2373
bonafide,basic5000/wav_16k/BASIC5000_0356
bonafide,basic5000/wav_16k/BASIC5000_1688
bonafide,basic5000/wav_16k/BASIC5000_1654
bonafide,basic5000/wav_16k/BASIC5000_3846
bonafide,basic5000/wav_16k/BASIC5000_1006
bonafide,basic5000/wav_16k/BASIC5000_3075
bonafide,basic5000/wav_16k/BASIC5000_3960
bonafide,basic5000/wav_16k/BASIC5000_1048
bonafide,basic5000/wav_16k/BASIC5000_2312
bonafide,basic5000/wav_16k/BASIC5000_0383
bonafide,basic5000/wav_16k/BASIC5000_3666
bonafide,basic5000/wav_16k/BASIC5000_1641
bonafide,basic5000/wav_16k/BASIC5000_2051
bonafide,basic5000/wav_16k/BASIC5000_3036
bonafide,basic5000/wav_16k/BASIC5000_0297
bonafide,basic5000/wav_16k/BASIC5000_4528
bonafide,basic5000/wav_16k/BASIC5000_3103
bonafide,basic5000/wav_16k/BASIC5000_1570
bonafide,basic5000/wav_16k/BASIC5000_3019
bonafide,basic5000/wav_16k/BASIC5000_1376
bonafide,basic5000/wav_16k/BASIC5000_4033
bonafide,basic5000/wav_16k/BASIC5000_4459
bonafide,basic5000/wav_16k/BASIC5000_2265
bonafide,basic5000/wav_16k/BASIC5000_1790
bonafide,basic5000/wav_16k/BASIC5000_2096
bonafide,basic5000/wav_16k/BASIC5000_3279
bonafide,basic5000/wav_16k/BASIC5000_1951
bonafide,basic5000/wav_16k/BASIC5000_0549
bonafide,basic5000/wav_16k/BASIC5000_4915
bonafide,basic5000/wav_16k/BASIC5000_4776
bonafide,basic5000/wav_16k/BASIC5000_3956
bonafide,basic5000/wav_16k/BASIC5000_1346
bonafide,basic5000/wav_16k/BASIC5000_0699
bonafide,basic5000/wav_16k/BASIC5000_4859
bonafide,basic5000/wav_16k/BASIC5000_0669
bonafide,basic5000/wav_16k/BASIC5000_4103
bonafide,basic5000/wav_16k/BASIC5000_4420
bonafide,basic5000/wav_16k/BASIC5000_4134
bonafide,basic5000/wav_16k/BASIC5000_3379
bonafide,basic5000/wav_16k/BASIC5000_1749
bonafide,basic5000/wav_16k/BASIC5000_4025
bonafide,basic5000/wav_16k/BASIC5000_2874
bonafide,basic5000/wav_16k/BASIC5000_4514
bonafide,basic5000/wav_16k/BASIC5000_1977
bonafide,basic5000/wav_16k/BASIC5000_2917
bonafide,basic5000/wav_16k/BASIC5000_0144
bonafide,basic5000/wav_16k/BASIC5000_0481
bonafide,basic5000/wav_16k/BASIC5000_1918
bonafide,basic5000/wav_16k/BASIC5000_3134
bonafide,basic5000/wav_16k/BASIC5000_3972
bonafide,basic5000/wav_16k/BASIC5000_3280
bonafide,basic5000/wav_16k/BASIC5000_4348
bonafide,basic5000/wav_16k/BASIC5000_1430
bonafide,basic5000/wav_16k/BASIC5000_0870
bonafide,basic5000/wav_16k/BASIC5000_1642
bonafide,basic5000/wav_16k/BASIC5000_2567
bonafide,basic5000/wav_16k/BASIC5000_1046
bonafide,basic5000/wav_16k/BASIC5000_1874
bonafide,basic5000/wav_16k/BASIC5000_0551
bonafide,basic5000/wav_16k/BASIC5000_1161
bonafide,basic5000/wav_16k/BASIC5000_1916
bonafide,basic5000/wav_16k/BASIC5000_4425
bonafide,basic5000/wav_16k/BASIC5000_0657
bonafide,basic5000/wav_16k/BASIC5000_3524
bonafide,basic5000/wav_16k/BASIC5000_1322
bonafide,basic5000/wav_16k/BASIC5000_0941
bonafide,basic5000/wav_16k/BASIC5000_4233
bonafide,basic5000/wav_16k/BASIC5000_0735
bonafide,basic5000/wav_16k/BASIC5000_3341
bonafide,basic5000/wav_16k/BASIC5000_2075
bonafide,basic5000/wav_16k/BASIC5000_3490
bonafide,basic5000/wav_16k/BASIC5000_0075
bonafide,basic5000/wav_16k/BASIC5000_3208
bonafide,basic5000/wav_16k/BASIC5000_2216
bonafide,basic5000/wav_16k/BASIC5000_3526
bonafide,basic5000/wav_16k/BASIC5000_2517
bonafide,basic5000/wav_16k/BASIC5000_0339
bonafide,basic5000/wav_16k/BASIC5000_0665
bonafide,basic5000/wav_16k/BASIC5000_1312
bonafide,basic5000/wav_16k/BASIC5000_1391
bonafide,basic5000/wav_16k/BASIC5000_2519
bonafide,basic5000/wav_16k/BASIC5000_2761
bonafide,basic5000/wav_16k/BASIC5000_3585
bonafide,basic5000/wav_16k/BASIC5000_1767
bonafide,basic5000/wav_16k/BASIC5000_3813
bonafide,basic5000/wav_16k/BASIC5000_4566
bonafide,basic5000/wav_16k/BASIC5000_1897
bonafide,basic5000/wav_16k/BASIC5000_3794
bonafide,basic5000/wav_16k/BASIC5000_1934
bonafide,basic5000/wav_16k/BASIC5000_4019
bonafide,basic5000/wav_16k/BASIC5000_1223
bonafide,basic5000/wav_16k/BASIC5000_0017
bonafide,basic5000/wav_16k/BASIC5000_4639
bonafide,basic5000/wav_16k/BASIC5000_4054
bonafide,basic5000/wav_16k/BASIC5000_0819
bonafide,basic5000/wav_16k/BASIC5000_4576
bonafide,basic5000/wav_16k/BASIC5000_0691
bonafide,basic5000/wav_16k/BASIC5000_2126
bonafide,basic5000/wav_16k/BASIC5000_3311
bonafide,basic5000/wav_16k/BASIC5000_0308
bonafide,basic5000/wav_16k/BASIC5000_4197
bonafide,basic5000/wav_16k/BASIC5000_2642
bonafide,basic5000/wav_16k/BASIC5000_2671
bonafide,basic5000/wav_16k/BASIC5000_3521
bonafide,basic5000/wav_16k/BASIC5000_1231
bonafide,basic5000/wav_16k/BASIC5000_3911
bonafide,basic5000/wav_16k/BASIC5000_4695
bonafide,basic5000/wav_16k/BASIC5000_3154
bonafide,basic5000/wav_16k/BASIC5000_4506
bonafide,basic5000/wav_16k/BASIC5000_4070
bonafide,basic5000/wav_16k/BASIC5000_2792
bonafide,basic5000/wav_16k/BASIC5000_1676
