bonafide,basic5000/wav_16k/BASIC5000_4125
bonafide,basic5000/wav_16k/BASIC5000_2735
bonafide,basic5000/wav_16k/BASIC5000_3514
bonafide,basic5000/wav_16k/BASIC5000_2676
bonafide,basic5000/wav_16k/BASIC5000_1829
bonafide,basic5000/wav_16k/BASIC5000_4647
bonafide,basic5000/wav_16k/BASIC5000_1743
bonafide,basic5000/wav_16k/BASIC5000_1748
bonafide,basic5000/wav_16k/BASIC5000_3997
bonafide,basic5000/wav_16k/BASIC5000_4968
bonafide,basic5000/wav_16k/BASIC5000_2070
bonafide,basic5000/wav_16k/BASIC5000_3596
bonafide,basic5000/wav_16k/BASIC5000_1326
bonafide,basic5000/wav_16k/BASIC5000_4863
bonafide,basic5000/wav_16k/BASIC5000_4602
bonafide,basic5000/wav_16k/BASIC5000_1962
bonafide,basic5000/wav_16k/BASIC5000_1978
bonafide,basic5000/wav_16k/BASIC5000_4465
bonafide,basic5000/wav_16k/BASIC5000_4309
bonafide,basic5000/wav_16k/BASIC5000_4551
bonafide,basic5000/wav_16k/BASIC5000_4582
bonafide,basic5000/wav_16k/BASIC5000_0187
bonafide,basic5000/wav_16k/BASIC5000_0053
bonafide,basic5000/wav_16k/BASIC5000_2208
bonafide,basic5000/wav_16k/BASIC5000_4382
bonafide,basic5000/wav_16k/BASIC5000_0917
bonafide,basic5000/wav_16k/BASIC5000_4268
bonafide,basic5000/wav_16k/BASIC5000_0950
bonafide,basic5000/wav_16k/BASIC5000_2372
bonafide,basic5000/wav_16k/BASIC5000_3062
bonafide,basic5000/wav_16k/BASIC5000_3180
bonafide,basic5000/wav_16k/BASIC5000_3258
bonafide,basic5000/wav_16k/BASIC5000_4433
bonafide,basic5000/wav_16k/BASIC5000_4049
bonafide,basic5000/wav_16k/BASIC5000_0932
bonafide,basic5000/wav_16k/BASIC5000_4894
bonafide,basic5000/wav_16k/BASIC5000_2501
bonafide,basic5000/wav_16k/BASIC5000_3146
bonafide,basic5000/wav_16k/BASIC5000_4087
bonafide,basic5000/wav_16k/BASIC5000_0962
bonafide,basic5000/wav_16k/BASIC5000_4524
bonafide,basic5000/wav_16k/BASIC5000_0581
bonafide,basic5000/wav_16k/BASIC5000_3014
bonafide,basic5000/wav_16k/BASIC5000_0615
bonafide,basic5000/wav_16k/BASIC5000_4241
bonafide,basic5000/wav_16k/BASIC5000_2585
bonafide,basic5000/wav_16k/BASIC5000_1105
bonafide,basic5000/wav_16k/BASIC5000_1583
bonafide,basic5000/wav_16k/BASIC5000_3803
